QuestionID,Question,Answer,Document
Q958,what state is milwaukee in,"Milwaukee is the largest city in the U.S. state of Wisconsin , the 28th most populous city in the United States , and 39th most populous region in the United States.",Milwaukee
Q959,who wrote the song hallelujah,"""Hallelujah"" is a song written by Canadian singer-songwriter Leonard Cohen , originally released on his album Various Positions (1984).",Hallelujah (Leonard Cohen song)
Q960,what are garnishments,"A garnishment is a means of collecting a monetary judgment against a defendant by ordering a third party (the garnishee) to pay money, otherwise owed to the defendant , directly to the plaintiff .",Garnishment
Q961,what years was the 18th century,"The 18th century lasted from January 1, 1701 to December 31, 1800 in the Gregorian calendar .",18th century
Q962,what year was the eiffel tower made,"Erected in 1889 as the entrance arch to the 1889 World's Fair , it has become both a global cultural icon of France and one of the most recognizable structures in the world.",Eiffel Tower
Q963,when monopoly came out,"The earliest known design was by the American, Elizabeth Magie , patented in 1904 but existing as early as 1902.",History of the board game Monopoly
Q964,what are land parcels,"land lot , a piece of land;",Parcel
Q965,what state is Mn,Minnesota () is a U.S. state located in the Midwestern United States .,Minnesota
Q966,what naturally occurring isotopes does cobalt have,"Naturally occurring cobalt (Co) is composed of 1 stable isotope , 59Co. 28 radioisotopes have been characterized with the most stable being 60Co with a half-life of 5.2714 years, 57Co with a half-life of 271.79 days, 56Co with a half-life of 77.27 days, and 58Co with a half-life of 70.86 days.",Isotopes of cobalt
Q967,Who Moved My Cheese Synopsis,"It describes change in one's work and life, and four typical reactions to said change by two mice and two ""littlepeople"", during their hunt for cheese .",Who Moved My Cheese?
Q968,who replaced nikita khrushchev,"Khrushchev's party colleagues removed him from power in 1964, replacing him with Leonid Brezhnev as First Secretary and Alexei Kosygin as Premier.",Nikita Khrushchev
Q969,What Are Mnemonic Devices,"A mnemonic (, with a silent ""m""), or mnemonic device, is any learning technique that aids information retention.",Mnemonic
Q970,who passed no child left behind,"President Bush signing the No Child Left Behind Act at Hamilton H.S. in Hamilton, Ohio .",No Child Left Behind Act
Q971,what are the charges against Casey Anthony,She was charged with first degree murder in October 2008 and pled not guilty.,Death of Caylee Anthony
Q972,What is a surveyors wheel,"A surveyor's wheel, also called a clickwheel, hodometer, waywiser, trundle wheel , measuring wheel, or perambulator is a device for measuring distance.",Surveyor's wheel
Q973,where did world war 1 start,"On 28 July, the Austro-Hungarians fired the first shots of the war as preparation for the invasion of Serbia .",World War I
Q974,what species is a spider,Spiders ( order Araneae) are air-breathing arthropods that have eight legs and chelicerae with fangs that inject venom .,Spider
Q975,what year was girls just want to have fun release,"""Girls Just Want to Have Fun"" is a 1979 song originally written by Robert Hazard and made famous by singer Cyndi Lauper .",Girls Just Want to Have Fun
Q976,when can you use a defibulator,"Defibrillation is a common treatment for life-threatening cardiac dysrhythmias , ventricular fibrillation , and pulseless ventricular tachycardia .",Defibrillation
Q977,who created the cato institute,"It was founded as the Charles Koch Foundation in 1974 by Murray Rothbard , Ed Crane and Charles Koch , chairman of the board and chief executive officer of the conglomerate Koch Industries, Inc. .",Cato Institute
Q978,what are the players in Quidditch?,"Matches are played between two teams of seven players riding flying broomsticks, using four balls and six elevated ring-shaped goals, three on each side of the Quidditch pitch (field).",Quidditch
Q979,who wrote the song a little more country than that>,"""A Little More Country Than That"" is the title of a song written by Joey + Rory 's Rory Lee Feek , Wynn Varble , and Don Poythress, and recorded by American country artist Easton Corbin .",A Little More Country Than That
Q980,who makes blackberry,The BlackBerry is a line of wireless handheld devices and services designed and marketed by Research In Motion Limited (RIM) operating as BlackBerry .,BlackBerry
Q981,when does a demand curve shift?,"In economics , the demand curve is the graph depicting the relationship between the price of a certain commodity and the amount of it that consumers are willing and able to purchase at that given price.",Demand curve
Q982,what are arizona's symbols,The newest adopted symbol of Arizona is the Colt Single Action Army in 2011.,List of Arizona state symbols
Q983,what are arizona's symbols,"Arizona became the second state to adopt a ""state firearm"" after Utah adopted the Browning M1911 .",List of Arizona state symbols
Q984,what is adoration catholic church,"Eucharistic adoration is a practice in the Roman Catholic Church , and in a few Anglican and Lutheran churches, in which the Blessed Sacrament is exposed and adored by the faithful.",Eucharistic adoration
Q985,when the body is systemic,"Systemic refers to something that is spread throughout, system-wide, affecting a group or system such as a body, economy, market or society as a whole.",Systemic
Q986,what are SLR cameras,"A single-lens reflex (SLR) camera is a camera that typically uses a mirror and prism system (hence ""reflex"", from the mirror's reflection) that permits the photographer to view through the lens and see exactly what will be captured, contrary to viewfinder cameras where the image could be significantly different from what will be captured.",Single-lens reflex camera
Q987,what is a vm server,"A virtual machine (VM) is a software implemented abstraction of the underlying hardware , which is presented to the application layer of the system.",Virtual machine
Q988,Where Elephants Live,"Elephants are scattered throughout sub-Saharan Africa , and South and Southeast Asia .",Elephant
Q989,what are the quad muscles,"It is the great extensor muscle of the knee, forming a large fleshy mass which covers the front and sides of the femur .",Quadriceps femoris muscle
Q990,when did the titanic sink,"RMS Titanic was a British passenger liner that sank in the North Atlantic Ocean on 15 April 1912 after colliding with an iceberg during her maiden voyage from Southampton , UK to New York City , US.",RMS Titanic
Q991,where is the human thigh located?,"The human leg is the entire lower extremity or limb of the human body , including the foot , thigh and even the hip or gluteal region; however, the precise definition in human anatomy refers only to the section of the lower limb extending from the knee to the ankle .",Human leg
